phase,mode,variant,month,total_cost_yuan,emergency_cost_yuan,emergency_share
formal,q4_2,terminal_15,2025-05,1067105.4390585208,123414.27278368954,0.11565330684901645
formal,q4_2,terminal_15,2025-06,1660410.0895773065,241622.74750371417,0.1455199224700113
formal,q4_2,terminal_15,2025-07,1871138.9278183132,133158.05799087702,0.07116417493709831
formal,q4_2,terminal_15,2025-08,1550511.2253349414,96365.13783506927,0.06215055799692935
formal,q4_2,terminal_15,2025-09,1263687.1945069195,109332.24429171244,0.08651843966368038
formal,q4_2,terminal_15,2025-10,1217333.2441159543,114752.8023647541,0.0942657262663432
formal,q4_2,terminal_15,2025-11,1383058.1303258361,56940.25259360619,0.041169818784255706
formal,q4_2,terminal_15,2025-12,2045204.518794187,116430.55110095492,0.05692856143775788
formal,q4_3,horizon_12,2025-02,1455048.5028918083,152382.03231098293,0.10472642802499998
formal,q4_3,horizon_12,2025-03,1313198.3375971925,178744.30020964163,0.13611371191399516
formal,q4_3,horizon_12,2025-04,1087553.3298429493,160392.2124506742,0.14747985965326044
formal,q4_3,horizon_12,2025-05,1130609.9310070097,174954.24151206482,0.15474323788774513
formal,q4_3,horizon_12,2025-06,1600326.4965019277,187921.83852184715,0.11742718684756888
formal,q4_3,horizon_12,2025-07,1954566.7066299594,224466.27995008448,0.11484196430272087
formal,q4_3,horizon_12,2025-08,1605519.7381499389,138030.6021701233,0.0859725351799024
formal,q4_3,horizon_12,2025-09,1381455.4890331344,199923.66603313404,0.14471958569802232
formal,q4_3,horizon_12,2025-10,1331989.1910710954,210733.79451856104,0.1582098382863777
formal,q4_3,horizon_12,2025-11,1498249.826538289,162197.49701648546,0.1082579781712662
formal,q4_3,horizon_12,2025-12,2107992.0858019777,212222.65376081128,0.10067526115975524
formal,q4_3,horizon_18,2025-02,1454792.3774528538,152756.58337558332,0.10500232592848718
formal,q4_3,horizon_18,2025-03,1313197.1809633179,178473.92911822358,0.13590794414232676
formal,q4_3,horizon_18,2025-04,1085659.3337259598,160118.48587262473,0.14748501753593504
formal,q4_3,horizon_18,2025-05,1129951.7218372442,176968.1903787298,0.15661570928976373
formal,q4_3,horizon_18,2025-06,1598728.6496311962,188701.74131485325,0.11803237613736643
formal,q4_3,horizon_18,2025-07,1952218.6533965827,224931.73866589175,0.1152185172877754
formal,q4_3,horizon_18,2025-08,1607695.3411449993,139230.42394980195,0.08660249264057839
formal,q4_3,horizon_18,2025-09,1381271.9172583832,199160.20610824533,0.1441860966112656
formal,q4_3,horizon_18,2025-10,1330607.8281387186,209943.99741268417,0.1577805217833102
formal,q4_3,horizon_18,2025-11,1497118.9273607996,161997.54328217744,0.1082061954608745
formal,q4_3,horizon_18,2025-12,2104869.8500972716,211013.9524387794,0.10025035630066528
formal,q4_3,horizon_24,2025-02,1454792.3774528538,152756.58337558332,0.10500232592848718
formal,q4_3,horizon_24,2025-03,1313197.1809633179,178473.92911822358,0.13590794414232676
formal,q4_3,horizon_24,2025-04,1085659.3337259598,160118.48587262473,0.14748501753593504
formal,q4_3,horizon_24,2025-05,1129951.7218372442,176968.19037872984,0.15661570928976376
formal,q4_3,horizon_24,2025-06,1598728.6496311962,188701.74131485325,0.11803237613736643
formal,q4_3,horizon_24,2025-07,1952218.6533965827,224931.73866589175,0.1152185172877754
formal,q4_3,horizon_24,2025-08,1607695.3411449993,139230.42394980195,0.08660249264057839
formal,q4_3,horizon_24,2025-09,1381271.9172583832,199160.20610824533,0.1441860966112656
formal,q4_3,horizon_24,2025-10,1330325.6522073075,209661.82148127307,0.15760187825694955
formal,q4_3,horizon_24,2025-11,1497069.9177189316,161948.53364030938,0.10817700076898781
formal,q4_3,horizon_24,2025-12,2104869.8500972716,211013.9524387794,0.10025035630066528
validation,q2,count10_span10,2025-01,1422666.000694029,16950.935284674288,0.011914908542416136
validation,q2,count10_span20,2025-01,1488283.4816432057,5354.934084188881,0.003598060551123316
validation,q2,count40_span40,2025-01,1451179.1145173274,5016.480437152766,0.003456830646864211
validation,q2,raw_history,2025-01,1525968.253583913,23090.147139708315,0.015131472811101039
validation,q2,reference,2025-01,1449696.009281915,6154.4089549909495,0.004245309992982214
validation,q2,shuffle_20260913,2025-01,1447107.3205089327,5630.417352796505,0.0038908084238122335
validation,q2,shuffle_20260914,2025-01,1444890.9009207739,5771.735945594422,0.003994582526553607
validation,q2,shuffle_20260915,2025-01,1445910.849513702,6122.702341270811,0.004234495054332041
validation,q2,shuffle_20260916,2025-01,1445402.8973395992,5572.807477302055,0.003855539163204484
validation,q2,shuffle_20260917,2025-01,1447732.2477710787,5381.843537859698,0.003717430171321774
validation,q2,terminal_0,2025-01,1451312.3265749048,6176.537299313866,0.004255829145949918
validation,q2,terminal_05,2025-01,1451416.9244523002,6154.4089549909495,0.004240276416311839
validation,q2,terminal_15,2025-01,1449696.009281915,6154.4089549909495,0.004245309992982214
validation,q3,horizon_12,2025-01,1478568.4062636509,45797.38993222412,0.03097414346080499
validation,q3,horizon_18,2025-01,1475947.1522057634,46379.03186358295,0.031423233409320066
validation,q3,horizon_24,2025-01,1476066.2965977623,46386.144943188505,0.0314255159474243
validation,q4_2,count10_span10,2025-01,1614673.0416913326,20435.107770026363,0.012655879699719926
validation,q4_2,count10_span20,2025-01,1685751.2931890888,6184.734479633324,0.0036688297405562714
validation,q4_2,count40_span40,2025-01,1663985.1998721827,2903.9508387340147,0.0017451782858147289
validation,q4_2,raw_history,2025-01,1672116.329850852,27536.19759399999,0.01646787194312978
validation,q4_2,reference,2025-01,1657505.376860461,5573.76209163956,0.003362741484553744
validation,q4_2,shuffle_20260913,2025-01,1626396.1160699974,7524.534671969417,0.004626508018324346
validation,q4_2,shuffle_20260914,2025-01,1625618.920895086,7928.575685227747,0.004877265872903457
validation,q4_2,shuffle_20260915,2025-01,1621035.1221847513,8771.978736973591,0.005411344033774635
validation,q4_2,shuffle_20260916,2025-01,1624682.6837830003,8263.155860122894,0.005086012144157595
validation,q4_2,shuffle_20260917,2025-01,1625266.4780210857,7659.96369826455,0.0047130509377091645
validation,q4_2,terminal_0,2025-01,1663304.8780699908,5573.762091639557,0.0033510165004187625
validation,q4_2,terminal_05,2025-01,1658125.093985158,5573.76209163956,0.0033614846743821435
validation,q4_2,terminal_15,2025-01,1657505.376860461,5573.76209163956,0.003362741484553744
validation,q4_3,horizon_12,2025-01,1686203.4410856925,48112.39817699909,0.028532973545600797
validation,q4_3,horizon_18,2025-01,1682368.7835266925,47782.05880632109,0.02840165561450634
validation,q4_3,horizon_24,2025-01,1682368.7835266925,47782.05880632109,0.02840165561450634
