date,mode,scenario,model_arm,days,initial_soc_kwh,terminal_soc_kwh,plan_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,final_relative_cost_yuan,sequential_cost_yuan,emergency_kwh,unused_surplus_kwh
2025-06-26,q3,S2,joint_empirical,1,6052.820538749999,6049.498785,51342.819292608125,751.1756087156134,2011.7421668361146,54105.73706815987,54305.23193242904,463.944462500001,10698.369461597224
2025-06-27,q3,S2,joint_empirical,1,6049.498785,6022.48078875,23487.38488351431,-503.23149167812505,1871.8912298993077,24856.044621735495,24856.044621735495,389.31586944444496,16684.793008076296
2025-06-28,q3,S2,joint_empirical,1,6022.48078875,6033.59196375,22576.490346987088,-2.7562393979167865,934.8424834453223,23508.57659103449,23508.57659103449,284.9957225972197,14263.547972222224
2025-06-29,q3,S2,joint_empirical,1,6033.59196375,6046.884472500001,50590.66510375717,2224.2260284899166,2012.6526145861092,54827.54374683322,55227.840855137045,543.3733513888882,9637.188501388888
2025-06-30,q3,S2,joint_empirical,1,6046.884472500001,6046.9240275,54990.89776923845,-565.8017187356429,3751.2074965583274,58176.30354706112,58987.645306590566,904.477868055554,11708.346141890777
2025-07-01,q3,S2,joint_empirical,1,6046.9240275,6052.73467125,48162.085258174455,232.92871691934346,25718.852447591482,74113.86642268524,74242.59971342263,7679.7463288230365,1658.9176604027791
2025-07-02,q3,S2,joint_empirical,1,6052.73467125,6063.3262912499995,46511.57274535235,-438.54130681059434,22037.24874486596,68110.28018340773,68158.83594119453,6008.934406538574,2037.8061044753135
2025-07-03,q3,S2,joint_empirical,1,6063.3262912499995,6000.0,52150.340568955166,-177.21954514958745,18582.633468897046,70555.75449270265,70674.45309145542,5167.556615055552,3305.4160788749996
2025-07-04,q3,S2,joint_empirical,1,6000.0,6026.7277537499995,22137.37002529319,0.0,17706.353626332544,39843.723651625754,39896.63673804339,4840.910259751022,11010.56289116666
2025-07-05,q3,S2,joint_empirical,1,6026.7277537499995,6058.35667875,23240.4598353425,0.0,13827.911955128708,37068.37179047121,37131.67383809468,3674.4477845951687,12071.460339069443
2025-07-06,q3,S2,joint_empirical,1,6058.35667875,6059.8330237499995,50966.34956764937,3129.9334459361708,17342.4835368,71438.76655038554,71576.90201830256,4000.2090430555545,4144.138883333336
2025-07-07,q3,S2,joint_empirical,1,6059.8330237499995,6039.52819125,51831.51856115218,-1014.6061749382288,13112.489499203471,63929.40188541745,65198.1140454265,3395.0659722222226,5443.800393861456
2025-07-08,q3,S2,joint_empirical,1,6039.52819125,6045.1131675000015,56738.68761620338,-1112.5666000966817,6909.521673290966,62535.64268939767,63207.76411541709,1652.4174777777762,7667.294631944451
2025-07-09,q3,S2,joint_empirical,1,6045.1131675000015,6032.21788875,56866.43989166268,-1350.1594130148314,5124.801651776917,60641.08213042479,60735.00489116493,1041.5049486388855,9147.649655555553
2025-07-10,q3,S2,joint_empirical,1,6032.21788875,6024.998898750001,53121.78908644311,-446.35646321959973,8286.266044147513,60961.698667371034,61389.372942851915,2082.4344248333296,7246.459513458334
2025-07-11,q3,S2,joint_empirical,1,6024.998898750001,6038.25622875,27893.56218379626,-523.8594359998764,2815.7818856687472,30185.48463346513,30185.48463346513,691.3343611111102,10862.685508521943
2025-07-12,q3,S2,joint_empirical,1,6038.25622875,6038.73146625,26412.55910765431,375.6257415975002,2940.1316208458343,29728.316470097645,29770.237041572367,631.4360847222224,11671.465059541666
2025-07-13,q3,S2,joint_empirical,1,6038.73146625,6038.73146625,57657.70913991313,-2961.8480622922507,3617.2124358715228,58313.07351349242,58313.07351349242,806.7340236111097,9387.506982736115
2025-07-14,q3,S2,joint_empirical,1,6038.73146625,6029.81971875,53762.54987648344,-837.4595921959724,6355.471363364424,59280.5616476519,59281.4127644519,1323.8741353194437,8020.323965000002
2025-07-15,q3,S2,joint_empirical,1,6029.81971875,6029.81971875,58740.757644922225,-2004.0470834949074,3786.7770322763918,60523.48759370369,60966.32000017308,827.6431055555563,11206.61236797223
2025-07-16,q3,S2,joint_empirical,1,6029.81971875,6029.819718749999,57278.742065691615,-1005.6598144709264,2789.1429544027765,59062.225205623494,60182.944105504845,615.7214374999998,11695.009274929882
2025-07-17,q3,S2,joint_empirical,1,6029.819718749999,6029.6922187499995,55889.65919564387,537.4630191980009,3227.077089140975,59654.199303982845,60023.72057616168,702.1310222222229,11424.835218244172
2025-07-18,q3,S2,joint_empirical,1,6029.6922187499995,6000.0,31190.56547121771,-1015.5024971385591,1345.9293072979144,31520.99228137707,31520.99228137707,300.4263055555552,15777.853667146765
2025-07-19,q3,S2,joint_empirical,1,6000.0,6032.30480625,30911.48684734245,-769.8064658969017,2071.7802520429564,32213.4606334885,32722.321800700447,636.0504042524011,19980.712180555573
2025-07-20,q3,S2,joint_empirical,1,6032.30480625,6032.280963749999,58597.83450985698,-827.6052635402227,2461.190642629861,60231.41988894664,60231.41988894664,470.43815416666666,14027.19085716668
2025-07-21,q3,S2,joint_empirical,1,6032.280963749999,6038.204838750001,59612.5439050714,-700.2752073539025,1326.437523183368,60238.70622090086,61761.096679102004,259.4818827331979,13836.574107861112
2025-07-22,q3,S2,joint_empirical,1,6038.204838750001,6048.758013750001,59625.89745953065,1746.0110096382475,1644.7009187840279,63016.60938795291,65749.15229360173,370.0333958333333,17102.347615652954
2025-07-23,q3,S2,joint_empirical,1,6048.758013750001,6039.403522500001,66166.05439162908,-3773.4853811025273,3751.192317233341,66143.76132775987,66440.58449230695,813.2642902777791,14230.033141599464
2025-07-24,q3,S2,joint_empirical,1,6039.403522500001,6000.0,65067.38940054653,-2674.70763430124,1566.2074158152793,63958.889182060564,63960.88603021084,340.53390833333356,16077.268252333326
2025-07-25,q3,S2,joint_empirical,1,6000.0,6037.8378375,29270.94945519388,-131.50988001402763,739.4808843902747,29878.920459570134,29896.3783685118,162.43260277777716,18703.742652486115
2025-07-26,q3,S2,joint_empirical,1,6037.8378375,6024.049214999999,29376.63784886473,-2.066639539976049,945.2654802562772,30319.836689581032,30394.74539495121,193.31882995541866,18738.96562532341
2025-07-27,q3,S2,joint_empirical,1,6024.049214999999,6022.250489999999,57122.8331230566,723.2043807069185,3663.3737720784757,61509.41127584199,61692.1411011433,810.860475000001,12672.043262499998
2025-07-28,q3,S2,joint_empirical,1,6022.250489999999,6037.127655,58924.31102590717,-29.469413164867795,2779.618801824999,61674.460414567315,62250.55797814286,609.3307652777776,10873.768372055556
2025-07-29,q3,S2,joint_empirical,1,6037.127655,6056.3089575,59405.25774418744,3669.070141979929,1029.754779843749,64104.08266601113,64238.49391904042,225.86208333333326,16337.404352680556
2025-07-30,q3,S2,joint_empirical,1,6056.3089575,6071.725173750001,54887.580906430165,6910.671553955555,1543.4010485638855,63341.65350894961,63429.57836107934,361.537562499999,14929.557179486115
2025-07-31,q3,S2,joint_empirical,1,6071.725173750001,6000.0,57223.03004622641,1485.5682664483613,3156.927584844448,61865.52589751923,61867.56652799422,678.3771861111119,13295.405114569443
2025-08-01,q3,S2,joint_empirical,1,6000.0,6000.0,29209.40584718251,-491.6704242480556,2151.073616332621,30868.809039267067,30911.04645654207,547.971368055552,23189.58666847223
2025-08-02,q3,S2,joint_empirical,1,6000.0,6023.05372875,30175.9146046559,-290.50047052079526,584.7412604076387,30470.15539454274,30756.61282645538,117.60584305555562,26010.599668106996
2025-08-03,q3,S2,joint_empirical,1,6023.05372875,6017.435355000001,49729.26980921482,-329.14165527672463,4072.030027096275,53472.15818103436,54088.75672500553,820.5934276666655,10871.300881944448
2025-08-04,q3,S2,joint_empirical,1,6017.435355000001,6021.6541575,52901.547514845195,-293.7358560416301,2640.0840847972195,55247.89574360079,55383.83637552371,579.9189861111103,12177.153491666657
2025-08-05,q3,S2,joint_empirical,1,6021.6541575,6016.31461125,51304.820851951816,620.243868505387,2954.236945895836,54879.301666353036,55123.99269983928,652.9762583333339,12380.25039934722
2025-08-06,q3,S2,joint_empirical,1,6016.31461125,6035.353541249999,56890.699817719644,-1327.3906204601524,2124.352550920835,57687.66174818033,58048.356881400476,436.5873069444449,12880.931479166671
2025-08-07,q3,S2,joint_empirical,1,6035.353541249999,6000.0,55373.67726884786,-2264.7644426898846,2523.3437887881987,55632.256614946185,55764.6749400263,592.1554000000018,12213.798275000006
2025-08-08,q3,S2,joint_empirical,1,6000.0,6000.0,26390.855890788338,-5.786591355477086,1207.7107864875,27592.78008592036,27592.78008592036,240.25870555555554,26247.825520624992
2025-08-09,q3,S2,joint_empirical,1,6000.0,6035.7825975,26285.825502252777,-20.574903902402255,2520.4564478215275,28785.70704617191,28823.20571272983,572.5691916666665,22880.676338494508
2025-08-10,q3,S2,joint_empirical,1,6035.7825975,6027.152996250001,50816.23248354359,-829.9625789407344,2292.8813897035493,52279.1512943064,52353.43026611182,524.0499876527747,8871.7690654321
2025-08-11,q3,S2,joint_empirical,1,6027.152996250001,6033.44701875,49280.76309617188,678.1868277500247,3561.5825895097314,53520.532513431644,53593.75320445456,824.2047597222237,11122.726523722224
2025-08-12,q3,S2,joint_empirical,1,6033.44701875,6024.03143625,52191.01940183507,-515.937783084148,3536.3312462527742,55211.41286500368,55520.52946926023,835.1830472222213,10045.11896865243
2025-08-13,q3,S2,joint_empirical,1,6024.03143625,6019.693035,48117.28454596537,55.54382485064936,5556.9455064597205,53729.77387727573,53729.77387727573,1245.2015027777766,8115.517143055563
2025-08-14,q3,S2,joint_empirical,1,6019.693035,6000.0,49749.53151094069,667.4633260311222,4462.698447634718,54879.69328460654,54897.63659620099,867.4517916666658,9921.798011111117
2025-08-15,q3,S2,joint_empirical,1,6000.0,6000.0,25576.53525419639,-349.38656597944373,2821.3461751965333,28048.494863413478,28080.839130986817,696.1807861111124,22853.99828773611
2025-08-16,q3,S2,joint_empirical,1,6000.0,6035.277776249998,26583.490214614118,-852.3121569436593,4213.9814966520935,29945.15955432255,30038.79822175602,944.9874944444466,22888.31954166667
2025-08-17,q3,S2,joint_empirical,1,6035.277776249998,6059.6155275,50009.22828707772,-811.3851296553255,4868.253319434029,54066.09647685642,54292.35317575995,1044.6707277777778,9691.389076888381
