mode,date,issue,parameter,ratio,parameter_value,base_objective,objective,objective_change_pct,grid_l1_kwh,soc_max_change_kwh,balance_residual,soc_residual
q3,2025-12-21,18,power_kw,1.2,6000.0,67220.86330972779,66731.45421920111,-0.7280612988733319,8162.109193055552,1350.0,5.684341886080801e-13,9.094947017729282e-13
q4_3,2025-03-20,0,terminal_multiplier,0.8,0.8,47690.838384418996,47690.838384418996,0.0,0.0,0.0,1.3642420526593924e-12,9.094947017729282e-13
q4_3,2025-03-20,0,terminal_multiplier,0.9,0.9,47690.838384418996,47690.838384418996,0.0,0.0,0.0,1.3642420526593924e-12,9.094947017729282e-13
q4_3,2025-03-20,0,terminal_multiplier,1.0,1.0,47690.838384418996,47690.838384418996,0.0,0.0,0.0,1.3642420526593924e-12,9.094947017729282e-13
q4_3,2025-03-20,0,terminal_multiplier,1.1,1.1,47690.838384418996,47690.838384418996,0.0,0.0,0.0,1.3642420526593924e-12,9.094947017729282e-13
q4_3,2025-03-20,0,terminal_multiplier,1.2,1.2,47690.838384418996,47690.838384418996,0.0,0.0,0.0,1.3642420526593924e-12,9.094947017729282e-13
q4_3,2025-03-20,0,power_kw,0.8,4000.0,47690.838384418996,54354.266230122485,13.972134001906094,0.0,1098.618775910496,2.2737367544323206e-13,1.0231815394945443e-12
q4_3,2025-03-20,0,power_kw,0.9,4500.0,47690.838384418996,49014.28216153264,2.775048252341117,0.0,685.9838948456772,1.1368683772161603e-13,9.094947017729282e-13
q4_3,2025-03-20,0,power_kw,1.0,5000.0,47690.838384418996,47690.838384418996,0.0,0.0,0.0,1.3642420526593924e-12,9.094947017729282e-13
q4_3,2025-03-20,0,power_kw,1.1,5500.0,47690.838384418996,47681.87052568393,-0.01880415408673378,0.0,103.78756125000109,2.2737367544323206e-13,9.094947017729282e-13
q4_3,2025-03-20,0,power_kw,1.2,6000.0,47690.838384418996,47681.87052568393,-0.01880415408673378,0.0,103.78756125000109,2.2737367544323206e-13,9.094947017729282e-13
q4_3,2025-03-20,6,terminal_multiplier,0.8,0.8,38697.84303790019,38697.84303790019,0.0,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13
q4_3,2025-03-20,6,terminal_multiplier,0.9,0.9,38697.84303790019,38697.84303790019,0.0,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13
q4_3,2025-03-20,6,terminal_multiplier,1.0,1.0,38697.84303790019,38697.84303790019,0.0,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13
q4_3,2025-03-20,6,terminal_multiplier,1.1,1.1,38697.84303790019,38697.84303790019,0.0,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13
q4_3,2025-03-20,6,terminal_multiplier,1.2,1.2,38697.84303790019,38697.84303790019,0.0,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13
q4_3,2025-03-20,6,power_kw,0.8,4000.0,38697.84303790019,39975.20886872234,3.3008708768886943,6714.13633881327,964.7268012500008,2.2737367544323206e-13,8.810729923425242e-13
q4_3,2025-03-20,6,power_kw,0.9,4500.0,38697.84303790019,38796.00745529084,0.2536689636539,2595.5988847222206,447.30312374999903,1.1368683772161603e-13,9.094947017729282e-13
q4_3,2025-03-20,6,power_kw,1.0,5000.0,38697.84303790019,38697.84303790019,0.0,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13
q4_3,2025-03-20,6,power_kw,1.1,5500.0,38697.84303790019,38680.79070932838,-0.04406532052732258,1443.3943569444436,525.0,1.1368683772161603e-13,9.094947017729282e-13
q4_3,2025-03-20,6,power_kw,1.2,6000.0,38697.84303790019,38666.822837726126,-0.080160023760709,2177.5283263888896,757.9653662500004,1.1368683772161603e-13,9.094947017729282e-13
q4_3,2025-03-20,12,terminal_multiplier,0.8,0.8,36453.583586045934,36453.583586045934,0.0,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13
q4_3,2025-03-20,12,terminal_multiplier,0.9,0.9,36453.583586045934,36453.583586045934,0.0,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13
q4_3,2025-03-20,12,terminal_multiplier,1.0,1.0,36453.583586045934,36453.583586045934,0.0,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13
q4_3,2025-03-20,12,terminal_multiplier,1.1,1.1,36453.583586045934,36453.583586045934,0.0,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13
q4_3,2025-03-20,12,terminal_multiplier,1.2,1.2,36453.583586045934,36453.583586045934,0.0,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13
q4_3,2025-03-20,12,power_kw,0.8,4000.0,36453.583586045934,37763.016114384416,3.5920543319085994,6958.751111419757,897.303123749999,2.2737367544323206e-13,8.348877145181177e-13
q4_3,2025-03-20,12,power_kw,0.9,4500.0,36453.583586045934,36581.14693183048,0.3499336230783498,2765.964541340878,450.0,2.2737367544323206e-13,9.094947017729282e-13
q4_3,2025-03-20,12,power_kw,1.0,5000.0,36453.583586045934,36453.583586045934,0.0,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13
q4_3,2025-03-20,12,power_kw,1.1,5500.0,36453.583586045934,36400.926569405914,-0.14444949291673512,1442.7975977023282,308.6299112499996,1.1368683772161603e-13,9.094947017729282e-13
q4_3,2025-03-20,12,power_kw,1.2,6000.0,36453.583586045934,36358.13552773924,-0.26183449997828057,2756.9533504801075,600.0,2.2737367544323206e-13,9.094947017729282e-13
q4_3,2025-03-20,18,terminal_multiplier,0.8,0.8,19296.617810232925,19296.617810232925,0.0,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13
q4_3,2025-03-20,18,terminal_multiplier,0.9,0.9,19296.617810232925,19296.617810232925,0.0,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13
q4_3,2025-03-20,18,terminal_multiplier,1.0,1.0,19296.617810232925,19296.617810232925,0.0,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13
q4_3,2025-03-20,18,terminal_multiplier,1.1,1.1,19296.617810232925,19296.617810232925,0.0,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13
q4_3,2025-03-20,18,terminal_multiplier,1.2,1.2,19296.617810232925,19296.617810232925,0.0,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13
q4_3,2025-03-20,18,power_kw,0.8,4000.0,19296.617810232925,20470.768755947225,6.084749966347213,3334.0610822357685,897.303123749999,5.684341886080802e-14,8.810729923425242e-13
q4_3,2025-03-20,18,power_kw,0.9,4500.0,19296.617810232925,19360.50116462975,0.331059852172368,860.2228544305544,447.30312374999903,5.684341886080802e-14,8.810729923425242e-13
q4_3,2025-03-20,18,power_kw,1.0,5000.0,19296.617810232925,19296.617810232925,0.0,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13
q4_3,2025-03-20,18,power_kw,1.1,5500.0,19296.617810232925,19296.617810232925,0.0,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13
q4_3,2025-03-20,18,power_kw,1.2,6000.0,19296.617810232925,19296.617810232925,0.0,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13
q4_3,2025-06-21,0,terminal_multiplier,0.8,0.8,21578.011875631306,21578.011875631306,0.0,0.0,0.0,1.1368683772161603e-13,8.242295734817162e-13
q4_3,2025-06-21,0,terminal_multiplier,0.9,0.9,21578.011875631306,21578.011875631306,0.0,0.0,0.0,1.1368683772161603e-13,8.242295734817162e-13
q4_3,2025-06-21,0,terminal_multiplier,1.0,1.0,21578.011875631306,21578.011875631306,0.0,0.0,0.0,1.1368683772161603e-13,8.242295734817162e-13
q4_3,2025-06-21,0,terminal_multiplier,1.1,1.1,21578.011875631306,21578.011875631306,0.0,0.0,0.0,1.1368683772161603e-13,8.242295734817162e-13
q4_3,2025-06-21,0,terminal_multiplier,1.2,1.2,21578.011875631306,21578.011875631306,0.0,0.0,0.0,1.1368683772161603e-13,8.242295734817162e-13
q4_3,2025-06-21,0,power_kw,0.8,4000.0,21578.011875631306,22584.664567092026,4.66517813254873,0.0,883.1206451543203,1.1368683772161603e-13,8.242295734817162e-13
q4_3,2025-06-21,0,power_kw,0.9,4500.0,21578.011875631306,21924.607181823692,1.6062430041750337,0.0,466.9066575000006,1.1368683772161603e-13,8.242295734817162e-13
q4_3,2025-06-21,0,power_kw,1.0,5000.0,21578.011875631306,21578.011875631306,0.0,0.0,0.0,1.1368683772161603e-13,8.242295734817162e-13
q4_3,2025-06-21,0,power_kw,1.1,5500.0,21578.011875631306,21577.696289693202,-0.001462534824447406,0.0,9.579886759259125,2.2737367544323206e-13,8.242295734817162e-13
q4_3,2025-06-21,0,power_kw,1.2,6000.0,21578.011875631306,21577.696289693202,-0.001462534824447406,0.0,9.579886759259125,2.2737367544323206e-13,8.242295734817162e-13
q4_3,2025-06-21,6,terminal_multiplier,0.8,0.8,27468.479388577216,27468.479388577216,0.0,0.0,0.0,2.2737367544323206e-13,9.094947017729282e-13
q4_3,2025-06-21,6,terminal_multiplier,0.9,0.9,27468.479388577216,27468.479388577216,0.0,0.0,0.0,2.2737367544323206e-13,9.094947017729282e-13
q4_3,2025-06-21,6,terminal_multiplier,1.0,1.0,27468.479388577216,27468.479388577216,0.0,0.0,0.0,2.2737367544323206e-13,9.094947017729282e-13
q4_3,2025-06-21,6,terminal_multiplier,1.1,1.1,27468.479388577216,27468.479388577216,0.0,0.0,0.0,2.2737367544323206e-13,9.094947017729282e-13
q4_3,2025-06-21,6,terminal_multiplier,1.2,1.2,27468.479388577216,27468.479388577216,0.0,0.0,0.0,2.2737367544323206e-13,9.094947017729282e-13
q4_3,2025-06-21,6,power_kw,0.8,4000.0,27468.479388577216,27880.35744539359,1.4994570721947438,2912.084551646092,1050.0,2.2737367544323206e-13,9.094947017729282e-13
q4_3,2025-06-21,6,power_kw,0.9,4500.0,27468.479388577216,27596.71683152538,0.46685308325255775,1379.9160004972562,525.0,2.2737367544323206e-13,9.094947017729282e-13
q4_3,2025-06-21,6,power_kw,1.0,5000.0,27468.479388577216,27468.479388577216,0.0,0.0,0.0,2.2737367544323206e-13,9.094947017729282e-13
q4_3,2025-06-21,6,power_kw,1.1,5500.0,27468.479388577216,27463.71761991633,-0.01733539230010305,302.573353666666,150.0,2.2737367544323206e-13,9.094947017729282e-13
q4_3,2025-06-21,6,power_kw,1.2,6000.0,27468.479388577216,27458.96695841633,-0.034630348576334964,604.2400203333327,300.0,2.2737367544323206e-13,9.094947017729282e-13
q4_3,2025-06-21,12,terminal_multiplier,0.8,0.8,34677.5452737835,34072.1713207899,-1.7457231998807792,5100.793557870369,4759.940180061729,5.684341886080802e-14,9.094947017729282e-13
q4_3,2025-06-21,12,terminal_multiplier,0.9,0.9,34677.5452737835,34409.042873062725,-0.7742831812370585,5090.875202314814,4737.1560175,5.684341886080802e-14,9.094947017729282e-13
q4_3,2025-06-21,12,terminal_multiplier,1.0,1.0,34677.5452737835,34677.5452737835,0.0,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13
q4_3,2025-06-21,12,terminal_multiplier,1.1,1.1,34677.5452737835,34677.5452737835,0.0,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13
q4_3,2025-06-21,12,terminal_multiplier,1.2,1.2,34677.5452737835,34677.5452737835,0.0,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13
q4_3,2025-06-21,12,power_kw,0.8,4000.0,34677.5452737835,35156.653610586756,1.3816097218549828,5221.873931415643,1042.3248750000002,2.2737367544323206e-13,9.094947017729282e-13
q4_3,2025-06-21,12,power_kw,0.9,4500.0,34677.5452737835,34831.537036392016,0.44406765644088975,2618.4137824074096,517.3248750000002,2.2737367544323206e-13,9.094947017729282e-13
q4_3,2025-06-21,12,power_kw,1.0,5000.0,34677.5452737835,34677.5452737835,0.0,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13
q4_3,2025-06-21,12,power_kw,1.1,5500.0,34677.5452737835,34661.004328818766,-0.04769929599727328,1675.9249374999988,289.49024143518545,1.1368683772161603e-13,9.094947017729282e-13
q4_3,2025-06-21,12,power_kw,1.2,6000.0,34677.5452737835,34645.60845144452,-0.09209654860756175,3009.2582708333325,450.0,2.2737367544323206e-13,9.094947017729282e-13
q4_3,2025-06-21,18,terminal_multiplier,0.8,0.8,47417.80881467035,46598.19561467035,-1.7284923544303967,0.0,0.0,2.2737367544323206e-13,1.0231815394945443e-12
q4_3,2025-06-21,18,terminal_multiplier,0.9,0.9,47417.80881467035,47008.00221467035,-0.864246177215206,0.0,0.0,2.2737367544323206e-13,1.0231815394945443e-12
q4_3,2025-06-21,18,terminal_multiplier,1.0,1.0,47417.80881467035,47417.80881467035,0.0,0.0,0.0,2.2737367544323206e-13,1.0231815394945443e-12
q4_3,2025-06-21,18,terminal_multiplier,1.1,1.1,47417.80881467035,47812.65734484624,0.832700919857192,1455.8256111111104,1617.5840123456783,2.2737367544323206e-13,1.0231815394945443e-12
q4_3,2025-06-21,18,terminal_multiplier,1.2,1.2,47417.80881467035,47856.52694840665,0.9252180661721492,4478.333333333332,4800.0,2.2737367544323206e-13,1.0231815394945443e-12
q4_3,2025-06-21,18,power_kw,0.8,4000.0,47417.80881467035,48008.0628174029,1.2447939233959906,8593.816896310362,1067.2357006172842,2.2737367544323206e-13,8.526512829121202e-13
q4_3,2025-06-21,18,power_kw,0.9,4500.0,47417.80881467035,47620.19590983831,0.4268166333011595,4169.683811111114,517.3248750000002,2.2737367544323206e-13,1.0231815394945443e-12
q4_3,2025-06-21,18,power_kw,1.0,5000.0,47417.80881467035,47417.80881467035,0.0,0.0,0.0,2.2737367544323206e-13,1.0231815394945443e-12
q4_3,2025-06-21,18,power_kw,1.1,5500.0,47417.80881467035,47363.59201407453,-0.11433847735926803,2644.6880736111084,428.01655709876377,2.2737367544323206e-13,1.0231815394945443e-12
q4_3,2025-06-21,18,power_kw,1.2,6000.0,47417.80881467035,47322.243258722745,-0.20153937589381118,4926.82249546159,750.0,4.547473508864641e-13,1.0231815394945443e-12
q4_3,2025-09-23,0,terminal_multiplier,0.8,0.8,44777.93634940585,44777.93634940585,0.0,0.0,0.0,1.1368683772161603e-13,7.531752999057062e-13
q4_3,2025-09-23,0,terminal_multiplier,0.9,0.9,44777.93634940585,44777.93634940585,0.0,0.0,0.0,1.1368683772161603e-13,7.531752999057062e-13
q4_3,2025-09-23,0,terminal_multiplier,1.0,1.0,44777.93634940585,44777.93634940585,0.0,0.0,0.0,1.1368683772161603e-13,7.531752999057062e-13
q4_3,2025-09-23,0,terminal_multiplier,1.1,1.1,44777.93634940585,44777.93634940585,0.0,0.0,0.0,1.1368683772161603e-13,7.531752999057062e-13
q4_3,2025-09-23,0,terminal_multiplier,1.2,1.2,44777.93634940585,44777.93634940585,0.0,0.0,0.0,1.1368683772161603e-13,7.531752999057062e-13
q4_3,2025-09-23,0,power_kw,0.8,4000.0,44777.93634940585,51071.62709493499,14.055338987529407,0.0,1460.3094348765408,1.1368683772161603e-13,8.988365607365267e-13
q4_3,2025-09-23,0,power_kw,0.9,4500.0,44777.93634940585,46118.57422180726,2.9939697576509783,0.0,528.9357622993848,2.2737367544323206e-13,8.988365607365267e-13
q4_3,2025-09-23,0,power_kw,1.0,5000.0,44777.93634940585,44777.93634940585,0.0,0.0,0.0,1.1368683772161603e-13,7.531752999057062e-13
q4_3,2025-09-23,0,power_kw,1.1,5500.0,44777.93634940585,44775.58345548808,-0.005254583193403055,0.0,32.33496875000128,1.1368683772161603e-13,7.531752999057062e-13
q4_3,2025-09-23,0,power_kw,1.2,6000.0,44777.93634940585,44775.58345548808,-0.005254583193403055,0.0,32.33496875000128,1.1368683772161603e-13,7.531752999057062e-13
q4_3,2025-09-23,6,terminal_multiplier,0.8,0.8,41500.49022042208,41500.49022042208,0.0,0.0,0.0,1.1368683772161603e-13,8.810729923425242e-13
q4_3,2025-09-23,6,terminal_multiplier,0.9,0.9,41500.49022042208,41500.49022042208,0.0,0.0,0.0,1.1368683772161603e-13,8.810729923425242e-13
q4_3,2025-09-23,6,terminal_multiplier,1.0,1.0,41500.49022042208,41500.49022042208,0.0,0.0,0.0,1.1368683772161603e-13,8.810729923425242e-13
q4_3,2025-09-23,6,terminal_multiplier,1.1,1.1,41500.49022042208,41500.49022042208,0.0,0.0,0.0,1.1368683772161603e-13,8.810729923425242e-13
q4_3,2025-09-23,6,terminal_multiplier,1.2,1.2,41500.49022042208,41500.49022042208,0.0,0.0,0.0,1.1368683772161603e-13,8.810729923425242e-13
q4_3,2025-09-23,6,power_kw,0.8,4000.0,41500.49022042208,43399.97949600858,4.57702852544083,7456.2857702846395,1262.5497796604982,1.1368683772161603e-13,9.094947017729282e-13
q4_3,2025-09-23,6,power_kw,0.9,4500.0,41500.49022042208,41941.238721989124,1.0620320367930476,2973.5004069746196,600.0,1.1368683772161603e-13,8.810729923425242e-13
q4_3,2025-09-23,6,power_kw,1.0,5000.0,41500.49022042208,41500.49022042208,0.0,0.0,0.0,1.1368683772161603e-13,8.810729923425242e-13
q4_3,2025-09-23,6,power_kw,1.1,5500.0,41500.49022042208,41490.84612706897,-0.023238504658326692,617.5215137860072,150.0,1.1368683772161603e-13,8.526512829121202e-13
q4_3,2025-09-23,6,power_kw,1.2,6000.0,41500.49022042208,41490.09553166967,-0.025047146906456933,722.1034582304522,197.06187500000033,1.1368683772161603e-13,8.526512829121202e-13
q4_3,2025-09-23,12,terminal_multiplier,0.8,0.8,44895.824255166364,44895.824255166364,0.0,0.0,0.0,1.1368683772161603e-13,8.242295734817162e-13
q4_3,2025-09-23,12,terminal_multiplier,0.9,0.9,44895.824255166364,44895.824255166364,0.0,0.0,0.0,1.1368683772161603e-13,8.242295734817162e-13
q4_3,2025-09-23,12,terminal_multiplier,1.0,1.0,44895.824255166364,44895.824255166364,0.0,0.0,0.0,1.1368683772161603e-13,8.242295734817162e-13
q4_3,2025-09-23,12,terminal_multiplier,1.1,1.1,44895.824255166364,44895.824255166364,0.0,0.0,0.0,1.1368683772161603e-13,8.242295734817162e-13
q4_3,2025-09-23,12,terminal_multiplier,1.2,1.2,44895.824255166364,44895.824255166364,0.0,0.0,0.0,1.1368683772161603e-13,8.242295734817162e-13
q4_3,2025-09-23,12,power_kw,0.8,4000.0,44895.824255166364,46676.02760329859,3.965186913630108,9700.920306583337,1200.0,2.2737367544323206e-13,8.242295734817162e-13
q4_3,2025-09-23,12,power_kw,0.9,4500.0,44895.824255166364,45310.56634351563,0.923787668964649,3761.006101388889,525.0,2.2737367544323206e-13,8.242295734817162e-13
q4_3,2025-09-23,12,power_kw,1.0,5000.0,44895.824255166364,44895.824255166364,0.0,0.0,0.0,1.1368683772161603e-13,8.242295734817162e-13
q4_3,2025-09-23,12,power_kw,1.1,5500.0,44895.824255166364,44867.914228138434,-0.062166198061769075,2135.7782722222223,300.0,1.1368683772161603e-13,8.242295734817162e-13
q4_3,2025-09-23,12,power_kw,1.2,6000.0,44895.824255166364,44846.95402881024,-0.10885249834898283,4030.146894444444,600.0,2.2737367544323206e-13,8.242295734817162e-13
q4_3,2025-09-23,18,terminal_multiplier,0.8,0.8,40868.82355628343,40119.60131881171,-1.8332366147998431,361.3835805555549,401.53731172839616,1.1368683772161603e-13,9.094947017729282e-13
q4_3,2025-09-23,18,terminal_multiplier,0.9,0.9,40868.82355628343,40495.3129188117,-0.9139255916122563,361.3835805555549,401.53731172839616,1.1368683772161603e-13,9.094947017729282e-13
q4_3,2025-09-23,18,terminal_multiplier,1.0,1.0,40868.82355628343,40868.82355628343,0.0,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13
q4_3,2025-09-23,18,terminal_multiplier,1.1,1.1,40868.82355628343,41144.656826385035,0.6749234406557708,2081.765069444445,2313.072299382715,1.1368683772161603e-13,9.094947017729282e-13
q4_3,2025-09-23,18,terminal_multiplier,1.2,1.2,40868.82355628343,41179.15137284619,0.759326522172516,3928.9181249999992,4398.462688271605,1.1368683772161603e-13,9.094947017729282e-13
q4_3,2025-09-23,18,power_kw,0.8,4000.0,40868.82355628343,43088.876831636335,5.432143825465158,11642.153248611117,1288.5084337499993,2.2737367544323206e-13,9.094947017729282e-13
q4_3,2025-09-23,18,power_kw,0.9,4500.0,40868.82355628343,41534.76347010467,1.6294570185122197,4799.942794444444,653.6348620987683,1.1368683772161603e-13,9.094947017729282e-13
q4_3,2025-09-23,18,power_kw,1.0,5000.0,40868.82355628343,40868.82355628343,0.0,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13
q4_3,2025-09-23,18,power_kw,1.1,5500.0,40868.82355628343,40716.9549350835,-0.37160017828941055,2920.839705555555,589.1794399999981,1.1368683772161603e-13,9.094947017729282e-13
q4_3,2025-09-23,18,power_kw,1.2,6000.0,40868.82355628343,40622.573357589594,-0.6025380161841738,5583.88189861111,696.579884999999,2.2737367544323206e-13,9.094947017729282e-13
q4_3,2025-12-21,0,terminal_multiplier,0.8,0.8,81738.34223877141,81738.34223877141,0.0,0.0,0.0,2.2737367544323206e-13,7.958078640513122e-13
q4_3,2025-12-21,0,terminal_multiplier,0.9,0.9,81738.34223877141,81738.34223877141,0.0,0.0,0.0,2.2737367544323206e-13,7.958078640513122e-13
q4_3,2025-12-21,0,terminal_multiplier,1.0,1.0,81738.34223877141,81738.34223877141,0.0,0.0,0.0,2.2737367544323206e-13,7.958078640513122e-13
q4_3,2025-12-21,0,terminal_multiplier,1.1,1.1,81738.34223877141,81738.34223877141,0.0,0.0,0.0,2.2737367544323206e-13,7.958078640513122e-13
q4_3,2025-12-21,0,terminal_multiplier,1.2,1.2,81738.34223877141,81738.34223877141,0.0,0.0,0.0,2.2737367544323206e-13,7.958078640513122e-13
q4_3,2025-12-21,0,power_kw,0.8,4000.0,81738.34223877141,93995.0943195848,14.995107247232099,0.0,1279.9956218672814,2.2737367544323206e-13,9.094947017729282e-13
q4_3,2025-12-21,0,power_kw,0.9,4500.0,81738.34223877141,84665.85912734555,3.5815711554589393,0.0,811.3081086265422,1.1368683772161603e-13,9.094947017729282e-13
q4_3,2025-12-21,0,power_kw,1.0,5000.0,81738.34223877141,81738.34223877141,0.0,0.0,0.0,2.2737367544323206e-13,7.958078640513122e-13
q4_3,2025-12-21,0,power_kw,1.1,5500.0,81738.34223877141,81709.04513311999,-0.03584254934584578,0.0,169.2254825,2.2737367544323206e-13,7.958078640513122e-13
q4_3,2025-12-21,0,power_kw,1.2,6000.0,81738.34223877141,81709.04513311999,-0.03584254934584578,0.0,169.2254825,2.2737367544323206e-13,7.958078640513122e-13
q4_3,2025-12-21,6,terminal_multiplier,0.8,0.8,77178.53977798224,77178.53977798224,0.0,0.0,0.0,2.2737367544323206e-13,9.094947017729282e-13
q4_3,2025-12-21,6,terminal_multiplier,0.9,0.9,77178.53977798224,77178.53977798224,0.0,0.0,0.0,2.2737367544323206e-13,9.094947017729282e-13
q4_3,2025-12-21,6,terminal_multiplier,1.0,1.0,77178.53977798224,77178.53977798224,0.0,0.0,0.0,2.2737367544323206e-13,9.094947017729282e-13
q4_3,2025-12-21,6,terminal_multiplier,1.1,1.1,77178.53977798224,77178.53977798224,0.0,0.0,0.0,2.2737367544323206e-13,9.094947017729282e-13
q4_3,2025-12-21,6,terminal_multiplier,1.2,1.2,77178.53977798224,77178.53977798224,0.0,0.0,0.0,2.2737367544323206e-13,9.094947017729282e-13
q4_3,2025-12-21,6,power_kw,0.8,4000.0,77178.53977798224,80703.82826049536,4.567705598802774,7115.163432085218,1301.4906442283918,2.2737367544323206e-13,8.597567102697212e-13
q4_3,2025-12-21,6,power_kw,0.9,4500.0,77178.53977798224,78099.77899394327,1.193646859102463,3217.1014804391284,891.4623186111094,1.1368683772161603e-13,9.094947017729282e-13
q4_3,2025-12-21,6,power_kw,1.0,5000.0,77178.53977798224,77178.53977798224,0.0,0.0,0.0,2.2737367544323206e-13,9.094947017729282e-13
q4_3,2025-12-21,6,power_kw,1.1,5500.0,77178.53977798224,77014.06506653823,-0.2131093849626551,1774.431391148662,388.1192109104941,2.2737367544323206e-13,9.094947017729282e-13
q4_3,2025-12-21,6,power_kw,1.2,6000.0,77178.53977798224,76942.92608471288,-0.3052839480341908,3086.770707712448,838.1192109104941,2.2737367544323206e-13,9.094947017729282e-13
q4_3,2025-12-21,12,terminal_multiplier,0.8,0.8,84555.94984386716,84354.60546053384,-0.23811971091934425,5333.333333333334,4800.0,2.2737367544323206e-13,7.958078640513122e-13
q4_3,2025-12-21,12,terminal_multiplier,0.9,0.9,84555.94984386716,84555.94984386716,0.0,0.0,0.0,2.2737367544323206e-13,7.958078640513122e-13
q4_3,2025-12-21,12,terminal_multiplier,1.0,1.0,84555.94984386716,84555.94984386716,0.0,0.0,0.0,2.2737367544323206e-13,7.958078640513122e-13
q4_3,2025-12-21,12,terminal_multiplier,1.1,1.1,84555.94984386716,84555.94984386716,0.0,0.0,0.0,2.2737367544323206e-13,7.958078640513122e-13
q4_3,2025-12-21,12,terminal_multiplier,1.2,1.2,84555.94984386716,84555.94984386716,0.0,0.0,0.0,2.2737367544323206e-13,7.958078640513122e-13
q4_3,2025-12-21,12,power_kw,0.8,4000.0,84555.94984386716,86987.45390936123,2.8756155775954744,9647.499430144033,1491.4078312499996,2.2737367544323206e-13,9.094947017729282e-13
q4_3,2025-12-21,12,power_kw,0.9,4500.0,84555.94984386716,85383.09102930073,0.9782176026180137,4801.030992472564,750.0,1.1368683772161603e-13,8.641976023682219e-13
q4_3,2025-12-21,12,power_kw,1.0,5000.0,84555.94984386716,84555.94984386716,0.0,0.0,0.0,2.2737367544323206e-13,7.958078640513122e-13
q4_3,2025-12-21,12,power_kw,1.1,5500.0,84555.94984386716,84483.59639713468,-0.08556872327268167,2703.667316666665,555.5555555555547,2.2737367544323206e-13,7.958078640513122e-13
q4_3,2025-12-21,12,power_kw,1.2,6000.0,84555.94984386716,84446.40664307436,-0.1295511445322087,4691.587820833334,726.3935895061741,2.2737367544323206e-13,7.958078640513122e-13
q4_3,2025-12-21,18,terminal_multiplier,0.8,0.8,82554.51714166444,81585.38574166445,-1.1739289787583136,0.0,0.0,5.684341886080802e-14,7.958078640513122e-13
q4_3,2025-12-21,18,terminal_multiplier,0.9,0.9,82554.51714166444,82069.95144166445,-0.586964489379148,0.0,0.0,5.684341886080802e-14,7.958078640513122e-13
q4_3,2025-12-21,18,terminal_multiplier,1.0,1.0,82554.51714166444,82554.51714166444,0.0,0.0,0.0,5.684341886080802e-14,7.958078640513122e-13
q4_3,2025-12-21,18,terminal_multiplier,1.1,1.1,82554.51714166444,82686.7639888836,0.16019335076748978,4398.9048277777765,4800.0,5.684341886080802e-14,7.958078640513122e-13
q4_3,2025-12-21,18,terminal_multiplier,1.2,1.2,82554.51714166444,82686.7639888836,0.16019335076748978,4398.9048277777765,4800.0,5.684341886080802e-14,7.958078640513122e-13
q4_3,2025-12-21,18,power_kw,0.8,4000.0,82554.51714166444,84752.67424846184,2.6626733253437105,11512.558715277773,1800.0,2.2737367544323206e-13,9.094947017729282e-13
q4_3,2025-12-21,18,power_kw,0.9,4500.0,82554.51714166444,82932.58022435484,0.45795565861239795,4937.091729166664,900.0,5.684341886080802e-14,6.821210263296962e-13
q4_3,2025-12-21,18,power_kw,1.0,5000.0,82554.51714166444,82554.51714166444,0.0,0.0,0.0,5.684341886080802e-14,7.958078640513122e-13
q4_3,2025-12-21,18,power_kw,1.1,5500.0,82554.51714166444,82369.98523305905,-0.22352733078037934,3700.954520833333,825.0,2.2737367544323206e-13,7.958078640513122e-13
q4_3,2025-12-21,18,power_kw,1.2,6000.0,82554.51714166444,82270.73453214133,-0.3437517647109969,6490.29348888889,1350.0,4.547473508864641e-13,7.958078640513122e-13
