date,final_relative_cost_yuan,plan_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,emergency_kwh,unused_surplus_kwh,charge_kwh,discharge_kwh
2025-02-01,27547.079011919446,27521.57710440903,0.0,25.50190751041713,5.442729166666766,13711.578248611111,21437.56412037037,17364.4269375
2025-02-02,62651.87097751966,62598.549500436326,0.0,53.321477083331544,8.500833333333048,14709.03933888889,25436.72660493827,20603.74855
2025-02-03,61109.05312701559,61109.05312701559,0.0,0.0,0.0,10942.096854166666,25117.588467078185,20345.246658333333
2025-02-04,61378.56911612882,61275.74023438715,0.0,102.82888174166615,47.418255555555334,10261.023263888888,25268.364886831274,20467.375558333333
2025-02-05,60930.064532596814,60859.71730527806,0.0,70.34722731875011,13.636304166666719,10073.471402777777,25116.073765432095,20344.019750000003
2025-02-06,61598.65750895057,61588.21283679432,0.0,10.444672156249881,4.92092916666661,11429.96286527778,25016.26584876543,20263.1753375
2025-02-07,25844.60337060144,25798.084549253523,0.0,46.51882134791807,7.697477777777976,13734.95152746914,21395.518935185184,17330.3703375
2025-02-08,25320.608093137063,25168.181401691232,0.0,152.4266914458319,22.419120833333125,12757.888588888887,21144.11268861454,17126.731277777777
2025-02-09,59972.84817715148,59467.990930724394,0.0,504.85724642708374,186.86282083333344,9665.027658333334,24961.383367626884,20218.720527777783
2025-02-10,58528.53656812764,58528.53656812764,0.0,0.0,0.0,13515.506263888896,24833.333333333332,20115.0
2025-02-11,58648.126089342244,58648.126089342244,0.0,0.0,0.0,12638.115922222221,24935.38598079561,20197.662644444445
2025-02-12,58400.78777913778,58300.17715066903,0.0,100.61062846874894,19.142720833333215,12298.372734722225,24833.333333333332,20115.0
2025-02-13,58706.37194547764,58688.28730264639,0.0,18.08464283124823,3.9869124999994483,16605.34594722223,24833.333333333332,20115.000000000004
2025-02-14,24063.417484837424,23895.618140554092,0.0,167.79934428333272,42.562245833333066,12370.78583888889,21059.480461248288,17058.17917361111
2025-02-15,23028.915200343214,22605.23410835988,0.0,423.681091983333,82.62678333333315,10477.502683333338,20667.10679012346,16740.3565
2025-02-16,56389.63753023366,56056.427555164904,0.0,333.20997506875403,65.1343805555565,9232.40460694445,24744.831229423864,20043.313295833334
2025-02-17,54483.79004995733,54272.19366258789,0.0,211.59638736944171,47.180165277777064,10996.22156666667,24227.04240569273,19623.904348611115
2025-02-18,54364.64186125716,54227.21038982869,0.0,137.43147142847104,28.564906944444147,9865.122037500003,24423.76143175583,19783.246759722224
2025-02-19,54554.0167885338,53825.271769253246,0.0,728.7450192805552,209.686734722222,8883.82512638889,24300.447278806583,19683.36229583333
2025-02-20,53886.59783601251,53350.82249652917,0.0,535.7753394833356,116.43565277777816,10025.358188888893,23879.577110768172,19342.457459722224
2025-02-21,21332.391322847205,20313.655028688176,0.0,1018.7362941590275,228.52316666666636,10049.379293055556,19999.09890089163,16199.270109722222
2025-02-22,20539.74176580719,19749.902979691913,0.0,789.8387861152759,192.22022916666606,6651.992512500005,19293.927443415632,15628.081229166666
2025-02-23,52982.18655483406,52040.61776213336,0.0,941.5687927006951,271.0099652777775,7946.117363888893,23258.0909276406,18839.053651388887
2025-02-24,50735.62771862153,49886.77734766042,0.0,848.8503709611128,175.93118055555556,8265.45227916667,23166.666666666664,18765.0
2025-02-25,51790.740078843526,50785.99487861228,0.0,1004.7452002312531,273.5518916666672,11821.820841666673,23204.241356310013,18795.43549861111
2025-02-26,50557.743901580056,49736.18668598006,0.0,821.5572155999977,201.50426527777722,7346.308408333336,23191.83975,18785.390197500004
2025-02-27,49747.84824866517,48921.767653008224,0.0,826.0805956569454,169.48809305555574,8053.905625000006,23220.70910833333,18808.774377749996
2025-02-28,19593.4664871994,18754.5752034494,0.0,838.891283750001,223.74448611111092,9680.736313888887,18752.853179012345,15189.811074999998
2025-03-01,19411.98065641361,18385.801421249165,0.0,1026.179235164443,239.84413434722174,8616.726744444448,18155.113071450618,14705.641587875001
2025-03-02,61114.646723665086,48066.65887537481,0.0,13047.987848290277,3230.3085,4664.700298611115,23085.693599108366,18699.41181527778
2025-03-03,60708.236064001096,46266.19896821706,0.0,14442.037095784035,3491.8996958333337,2685.6465833333364,23013.886222565157,18641.247840277778
2025-03-04,50326.325223528394,46433.75636927354,0.0,3892.5688542548532,1300.2864111111085,3405.130270833335,23151.886723251024,18753.028245833335
2025-03-05,48900.11786907173,46895.633594002284,0.0,2004.4842750694438,485.21561944444386,6315.499905555558,23267.59688786008,18846.75347916667
2025-03-06,50272.33754741266,45429.89739967933,0.0,4842.440147733331,1173.623990277777,5057.998077777779,22787.955435528114,18458.243902777776
2025-03-07,18398.40223966819,17568.686392023745,0.0,829.715847644444,274.98817777777737,10052.823648611111,17534.830377229082,14203.212605555555
2025-03-08,17929.673589733065,17396.71527413654,0.0,532.9583155965292,193.64378194444498,11384.129572222226,17051.728875171466,13811.90038888889
2025-03-09,47610.35253291083,46571.26676566847,0.0,1039.0857672423613,235.90012083333318,8687.153430555561,23166.666666666664,18765.000000000004
2025-03-10,52233.20443177507,44252.784377404234,0.0,7980.420054370836,2556.6496124999994,2829.1270458333343,22271.312680041152,18039.763270833333
2025-03-11,47760.36650926558,43721.69324382601,0.0,4038.67326543957,1047.433724999997,4689.542466666671,22091.14715534979,17893.829195833332
2025-03-12,45420.4316748356,43906.20385713769,0.0,1514.2278176979128,509.63649583333154,5810.470845833336,22200.731131687236,17982.592216666668
2025-03-13,58137.87921027766,42551.467035690155,0.0,15586.412174587498,4525.417137499999,2716.0238750000003,21785.08383230453,17645.917904166665
2025-03-14,17761.032656316827,16616.94484385433,0.0,1144.0878124624974,321.9515124999992,13331.577062499999,16480.020375514403,13348.816504166665
2025-03-15,18547.953616332965,16637.5866443163,0.0,1910.3669720166665,571.9602958333332,8562.084716666664,16149.413945473252,13081.025295833335
2025-03-16,46013.13928773661,43846.08779253245,0.0,2167.05149520416,606.8200374999981,5205.844725000004,22190.28109053498,17974.127683333332
2025-03-17,44244.17367625938,43324.366195659386,0.0,919.807480599998,213.98067083333285,9598.655033333336,21998.133004115225,17818.487733333335
2025-03-18,46189.48958960686,41953.70610370062,0.0,4235.783485906243,911.4141499999985,5035.99829166667,21898.534356995882,17737.812829166665
