date,final_relative_cost_yuan,plan_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,emergency_kwh,unused_surplus_kwh,charge_kwh,discharge_kwh
2025-02-01,25774.029905572577,25720.25541774133,0.0,53.77448783125107,11.476787500000228,10750.180838888891,21200.386769547324,17172.313283333333
2025-02-02,60864.04752735675,60766.786083353974,0.0,97.26144400277813,15.510363888888946,12425.410123611115,25120.96782578875,20347.98393888889
2025-02-03,59535.36446839625,59349.05618926569,0.0,186.30827913055455,43.191611111110774,8714.743872222221,24833.333333333332,20115.0
2025-02-04,59691.51531276051,59242.39595324453,0.0,449.1193595159736,141.9050194444444,7675.834968055555,24881.782285665286,20154.243651388886
2025-02-05,59447.8181964325,58854.00387853042,0.0,593.8143179020813,146.89146388888844,7606.476248611112,24833.333333333332,20115.0
2025-02-06,59468.659331558054,59348.30080067403,0.0,120.35853088402675,33.86671944444424,8530.34746666667,24833.333333333332,20115.0
2025-02-07,24114.96437971874,23892.102211674985,0.0,222.86216804375258,44.014058333333764,10493.221606944448,20694.983299039777,16762.93647222222
2025-02-08,23277.014908505567,22901.726429447237,0.0,375.28847905833237,55.57767638888862,8754.359991666666,20747.5295936214,16805.498970833334
2025-02-09,58107.7398670875,57086.4225240375,0.0,1021.3173430499992,365.9766819444435,6634.023884722223,24833.333333333332,20115.0
2025-02-10,55856.92726585635,55701.57495784385,0.0,155.3523080125001,23.518212500000004,9807.282045833337,24555.08367798354,19889.617779166667
2025-02-11,55959.87484746937,55798.39738337215,0.0,161.4774640972227,30.773688888888955,8890.909854166668,24786.38929355281,20076.975327777778
2025-02-12,56051.74929297876,55514.679769380156,0.0,537.0695235986112,122.71639027777792,8655.39336527778,24644.306798696845,19961.888506944448
2025-02-13,55788.62965015721,55561.883150253045,0.0,226.7464999041666,59.755586111110574,12459.684723611119,24444.27957475994,19799.86645555556
2025-02-14,21724.373226532964,20832.021491128104,0.0,892.3517354048595,292.6832916666665,7066.905,20289.42799382716,16434.436675
2025-02-15,21101.245095069484,20109.280533937545,0.0,991.9645611319412,247.7764055555545,6098.476754166671,19617.512582304527,15890.185191666667
2025-02-16,54415.15499910694,53155.31327870764,0.0,1259.8417203993042,316.0170527777775,5506.698912500002,24176.371882716045,19582.861224999997
2025-02-17,52449.8588712523,51780.86186057521,0.0,668.9970106770819,169.0529208333328,7695.662741666668,23346.897283950613,18910.9868
2025-02-18,51940.72979773583,51304.69772972124,0.0,636.0320680145843,148.67196666666712,6003.603145833338,23356.264166666664,18918.573975000003
2025-02-19,52796.83953748739,50974.298787741565,0.0,1822.5407497458275,582.3291916666656,5328.915545833337,23198.506028446503,18790.789883041667
2025-02-20,52002.80287235229,50864.682408471046,0.0,1138.1204638812471,296.89863749999915,6722.7896916666705,23183.806875,18778.88356875
2025-02-21,20832.216414157498,18879.908419765834,0.0,1952.3079943916646,569.1076041666654,7872.8159125,18866.697638888887,15282.025087499998
2025-02-22,20652.929483312222,18524.035805391388,0.0,2128.8936779208316,631.9945958333327,5006.107358333333,18290.514737654317,14815.316937499998
2025-02-23,51857.45051114625,49855.07443727542,0.0,2002.3760738708295,646.6613124999983,5331.242262499998,23166.666666666664,18765.0
